82,28.0,4,98.0,80.00,2164.0,15.0,72,1,dodge colt (sw)
83,27.0,4,97.0,88.00,2100.0,16.5,72,3,toyota corolla 1600 (sw)
84,13.0,8,350.0,175.0,4100.0,13.0,73,1,buick century 350
85,14.0,8,304.0,150.0,3672.0,11.5,73,1,amc matador
86,13.0,8,350.0,145.0,3988.0,13.0,73,1,chevrolet malibu
87,14.0,8,302.0,137.0,4042.0,14.5,73,1,ford gran torino
88,15.0,8,318.0,150.0,3777.0,12.5,73,1,dodge coronet custom
89,12.0,8,429.0,198.0,4952.0,11.5,73,1,mercury marquis brougham
90,13.0,8,400.0,150.0,4464.0,12.0,73,1,chevrolet caprice classic
91,13.0,8,351.0,158.0,4363.0,13.0,73,1,ford ltd
92,14.0,8,318.0,150.0,4237.0,14.5,73,1,plymouth fury gran sedan
93,13.0,8,440.0,215.0,4735.0,11.0,73,1,chrysler new yorker brougham
94,12.0,8,455.0,225.0,4951.0,11.0,73,1,buick electra 225 custom
95,13.0,8,360.0,175.0,3821.0,11.0,73,1,amc ambassador brougham
96,18.0,6,225.0,105.0,3121.0,16.5,73,1,plymouth valiant
97,16.0,6,250.0,100.0,3278.0,18.0,73,1,chevrolet nova custom
98,18.0,6,232.0,100.0,2945.0,16.0,73,1,amc hornet
99,18.0,6,250.0,88.00,3021.0,16.5,73,1,ford maverick
100,23.0,6,198.0,95.00,2904.0,16.0,73,1,plymouth duster
101,26.0,4,97.0,46.00,1950.0,21.0,73,2,volkswagen super beetle
102,11.0,8,400.0,150.0,4997.0,14.0,73,1,chevrolet impala
103,12.0,8,400.0,167.0,4906.0,12.5,73,1,ford country
104,13.0,8,360.0,170.0,4654.0,13.0,73,1,plymouth custom suburb
105,12.0,8,350.0,180.0,4499.0,12.5,73,1,oldsmobile vista cruiser
106,18.0,6,232.0,100.0,2789.0,15.0,73,1,amc gremlin
107,20.0,4,97.0,88.00,2279.0,19.0,73,3,toyota carina
108,21.0,4,140.0,72.00,2401.0,19.5,73,1,chevrolet vega
109,22.0,4,108.0,94.00,2379.0,16.5,73,3,datsun 610
110,18.0,3,70.0,90.00,2124.0,13.5,73,3,maxda rx3
111,19.0,4,122.0,85.00,2310.0,18.5,73,1,ford pinto
112,21.0,6,155.0,107.0,2472.0,14.0,73,1,mercury capri v6
113,26.0,4,98.0,90.00,2265.0,15.5,73,2,fiat 124 sport coupe
114,15.0,8,350.0,145.0,4082.0,13.0,73,1,chevrolet monte carlo s
115,16.0,8,400.0,230.0,4278.0,9.5,73,1,pontiac grand prix
116,29.0,4,68.0,49.00,1867.0,19.5,73,2,fiat 128
117,24.0,4,116.0,75.00,2158.0,15.5,73,2,opel manta
118,20.0,4,114.0,91.00,2582.0,14.0,73,2,audi 100ls
119,19.0,4,121.0,112.0,2868.0,15.5,73,2,volvo 144ea
120,15.0,8,318.0,150.0,3399.0,11.0,73,1,dodge dart custom
121,24.0,4,121.0,110.0,2660.0,14.0,73,2,saab 99le
122,20.0,6,156.0,122.0,2807.0,13.5,73,3,toyota mark ii
123,11.0,8,350.0,180.0,3664.0,11.0,73,1,oldsmobile omega
124,20.0,6,198.0,95.00,3102.0,16.5,74,1,plymouth duster
125,21.0,6,200.0,?,2875.0,17.0,74,1,ford maverick
126,19.0,6,232.0,100.0,2901.0,16.0,74,1,amc hornet
127,15.0,6,250.0,100.0,3336.0,17.0,74,1,chevrolet nova
128,31.0,4,79.0,67.00,1950.0,19.0,74,3,datsun b210
129,26.0,4,122.0,80.00,2451.0,16.5,74,1,ford pinto
130,32.0,4,71.0,65.00,1836.0,21.0,74,3,toyota corolla 1200
131,25.0,4,140.0,75.00,2542.0,17.0,74,1,chevrolet vega
132,16.0,6,250.0,100.0,3781.0,17.0,74,1,chevrolet chevelle malibu classic
133,16.0,6,258.0,110.0,3632.0,18.0,74,1,amc matador
134,18.0,6,225.0,105.0,3613.0,16.5,74,1,plymouth satellite sebring
135,16.0,8,302.0,140.0,4141.0,14.0,74,1,ford gran torino
136,13.0,8,350.0,150.0,4699.0,14.5,74,1,buick century luxus (sw)
137,14.0,8,318.0,150.0,4457.0,13.5,74,1,dodge coronet custom (sw)
138,14.0,8,302.0,140.0,4638.0,16.0,74,1,ford gran torino (sw)
139,14.0,8,304.0,150.0,4257.0,15.5,74,1,amc matador (sw)
140,29.0,4,98.0,83.00,2219.0,16.5,74,2,audi fox
141,26.0,4,79.0,67.00,1963.0,15.5,74,2,volkswagen dasher
142,26.0,4,97.0,78.00,2300.0,14.5,74,2,opel manta
143,31.0,4,76.0,52.00,1649.0,16.5,74,3,toyota corona
144,32.0,4,83.0,61.00,2003.0,19.0,74,3,datsun 710
145,28.0,4,90.0,75.00,2125.0,14.5,74,1,dodge colt
146,24.0,4,90.0,75.00,2108.0,15.5,74,2,fiat 128
147,26.0,4,116.0,75.00,2246.0,14.0,74,2,fiat 124 tc
148,24.0,4,120.0,97.00,2489.0,15.0,74,3,honda civic
149,26.0,4,108.0,93.00,2391.0,15.5,74,3,subaru
150,31.0,4,79.0,67.00,2000.0,16.0,74,2,fiat x1.9
151,19.0,6,225.0,95.00,3264.0,16.0,75,1,plymouth valiant custom
152,18.0,6,250.0,105.0,3459.0,16.0,75,1,chevrolet nova
153,15.0,6,250.0,72.00,3432.0,21.0,75,1,mercury monarch
154,15.0,6,250.0,72.00,3158.0,19.5,75,1,ford maverick
155,16.0,8,400.0,170.0,4668.0,11.5,75,1,pontiac catalina
156,15.0,8,350.0,145.0,4440.0,14.0,75,1,chevrolet bel air
157,16.0,8,318.0,150.0,4498.0,14.5,75,1,plymouth grand fury
158,14.0,8,351.0,148.0,4657.0,13.5,75,1,ford ltd
159,17.0,6,231.0,110.0,3907.0,21.0,75,1,buick century
160,16.0,6,250.0,105.0,3897.0,18.5,75,1,chevroelt chevelle malibu
161,15.0,6,258.0,110.0,3730.0,19.0,75,1,amc matador
162,18.0,6,225.0,95.00,3785.0,19.0,75,1,plymouth fury
163,21.0,6,231.0,110.0,3039.0,15.0,75,1,buick skyhawk
164,20.0,8,262.0,110.0,3221.0,13.5,75,1,chevrolet monza 2+2
165,13.0,8,302.0,129.0,3169.0,12.0,75,1,ford mustang ii
166,29.0,4,97.0,75.00,2171.0,16.0,75,3,toyota corolla
167,23.0,4,140.0,83.00,2639.0,17.0,75,1,ford pinto
168,20.0,6,232.0,100.0,2914.0,16.0,75,1,amc gremlin
169,23.0,4,140.0,78.00,2592.0,18.5,75,1,pontiac astro
170,24.0,4,134.0,96.00,2702.0,13.5,75,3,toyota corona
171,25.0,4,90.0,71.00,2223.0,16.5,75,2,volkswagen dasher
172,24.0,4,119.0,97.00,2545.0,17.0,75,3,datsun 710
173,18.0,6,171.0,97.00,2984.0,14.5,75,1,ford pinto
174,29.0,4,90.0,70.00,1937.0,14.0,75,2,volkswagen rabbit
175,19.0,6,232.0,90.00,3211.0,17.0,75,1,amc pacer
176,23.0,4,115.0,95.00,2694.0,15.0,75,2,audi 100ls
177,23.0,4,120.0,88.00,2957.0,17.0,75,2,peugeot 504
178,22.0,4,121.0,98.00,2945.0,14.5,75,2,volvo 244dl
179,25.0,4,121.0,115.0,2671.0,13.5,75,2,saab 99le
180,33.0,4,91.0,53.00,1795.0,17.5,75,3,honda civic cvcc
181,28.0,4,107.0,86.00,2464.0,15.5,76,2,fiat 131
182,25.0,4,116.0,81.00,2220.0,16.9,76,2,opel 1900
183,25.0,4,140.0,92.00,2572.0,14.9,76,1,capri ii
184,26.0,4,98.0,79.00,2255.0,17.7,76,1,dodge colt
185,27.0,4,101.0,83.00,2202.0,15.3,76,2,renault 12tl
186,17.5,8,305.0,140.0,4215.0,13.0,76,1,chevrolet chevelle malibu classic
187,16.0,8,318.0,150.0,4190.0,13.0,76,1,dodge coronet brougham
188,15.5,8,304.0,120.0,3962.0,13.9,76,1,amc matador
189,14.5,8,351.0,152.0,4215.0,12.8,76,1,ford gran torino
190,22.0,6,225.0,100.0,3233.0,15.4,76,1,plymouth valiant
191,22.0,6,250.0,105.0,3353.0,14.5,76,1,chevrolet nova
192,24.0,6,200.0,81.00,3012.0,17.6,76,1,ford maverick
193,22.5,6,232.0,90.00,3085.0,17.6,76,1,amc hornet
194,29.0,4,85.0,52.00,2035.0,22.2,76,1,chevrolet chevette
195,24.5,4,98.0,60.00,2164.0,22.1,76,1,chevrolet woody
196,29.0,4,90.0,70.00,1937.0,14.2,76,2,vw rabbit
197,33.0,4,91.0,53.00,1795.0,17.4,76,3,honda civic
198,20.0,6,225.0,100.0,3651.0,17.7,76,1,dodge aspen se
199,18.0,6,250.0,78.00,3574.0,21.0,76,1,ford granada ghia
200,18.5,6,250.0,110.0,3645.0,16.2,76,1,pontiac ventura sj
201,17.5,6,258.0,95.00,3193.0,17.8,76,1,amc pacer d/l
202,29.5,4,97.0,71.00,1825.0,12.2,76,2,volkswagen rabbit
203,32.0,4,85.0,70.00,1990.0,17.0,76,3,datsun b-210
204,28.0,4,97.0,75.00,2155.0,16.4,76,3,toyota corolla
205,26.5,4,140.0,72.00,2565.0,13.6,76,1,ford pinto
206,20.0,4,130.0,102.0,3150.0,15.7,76,2,volvo 245
207,13.0,8,318.0,150.0,3940.0,13.2,76,1,plymouth volare premier v8
208,19.0,4,120.0,88.00,3270.0,21.9,76,2,peugeot 504
209,19.0,6,156.0,108.0,2930.0,15.5,76,3,toyota mark ii
210,16.5,6,168.0,120.0,3820.0,16.7,76,2,mercedes-benz 280s
211,16.5,8,350.0,180.0,4380.0,12.1,76,1,cadillac seville
212,13.0,8,350.0,145.0,4055.0,12.0,76,1,chevy c10
213,13.0,8,302.0,130.0,3870.0,15.0,76,1,ford f108
214,13.0,8,318.0,150.0,3755.0,14.0,76,1,dodge d100
215,31.5,4,98.0,68.00,2045.0,18.5,77,3,honda accord cvcc
216,30.0,4,111.0,80.00,2155.0,14.8,77,1,buick opel isuzu deluxe
217,36.0,4,79.0,58.00,1825.0,18.6,77,2,renault 5 gtl
218,25.5,4,122.0,96.00,2300.0,15.5,77,1,plymouth arrow gs
219,33.5,4,85.0,70.00,1945.0,16.8,77,3,datsun f-10 hatchback
220,17.5,8,305.0,145.0,3880.0,12.5,77,1,chevrolet caprice classic
221,17.0,8,260.0,110.0,4060.0,19.0,77,1,oldsmobile cutlass supreme
222,15.5,8,318.0,145.0,4140.0,13.7,77,1,dodge monaco brougham
223,15.0,8,302.0,130.0,4295.0,14.9,77,1,mercury cougar brougham
224,17.5,6,250.0,110.0,3520.0,16.4,77,1,chevrolet concours
225,20.5,6,231.0,105.0,3425.0,16.9,77,1,buick skylark
226,19.0,6,225.0,100.0,3630.0,17.7,77,1,plymouth volare custom
227,18.5,6,250.0,98.00,3525.0,19.0,77,1,ford granada
228,16.0,8,400.0,180.0,4220.0,11.1,77,1,pontiac grand prix lj
229,15.5,8,350.0,170.0,4165.0,11.4,77,1,chevrolet monte carlo landau
230,15.5,8,400.0,190.0,4325.0,12.2,77,1,chrysler cordoba
231,16.0,8,351.0,149.0,4335.0,14.5,77,1,ford thunderbird
232,29.0,4,97.0,78.00,1940.0,14.5,77,2,volkswagen rabbit custom
233,24.5,4,151.0,88.00,2740.0,16.0,77,1,pontiac sunbird coupe
234,26.0,4,97.0,75.00,2265.0,18.2,77,3,toyota corolla liftback
235,25.5,4,140.0,89.00,2755.0,15.8,77,1,ford mustang ii 2+2
236,30.5,4,98.0,63.00,2051.0,17.0,77,1,chevrolet chevette
237,33.5,4,98.0,83.00,2075.0,15.9,77,1,dodge colt m/m
238,30.0,4,97.0,67.00,1985.0,16.4,77,3,subaru dl
239,30.5,4,97.0,78.00,2190.0,14.1,77,2,volkswagen dasher
240,22.0,6,146.0,97.00,2815.0,14.5,77,3,datsun 810
241,21.5,4,121.0,110.0,2600.0,12.8,77,2,bmw 320i
242,21.5,3,80.0,110.0,2720.0,13.5,77,3,mazda rx-4
243,43.1,4,90.0,48.00,1985.0,21.5,78,2,volkswagen rabbit custom diesel
244,36.1,4,98.0,66.00,1800.0,14.4,78,1,ford fiesta
245,32.8,4,78.0,52.00,1985.0,19.4,78,3,mazda glc deluxe
246,39.4,4,85.0,70.00,2070.0,18.6,78,3,datsun b210 gx
247,36.1,4,91.0,60.00,1800.0,16.4,78,3,honda civic cvcc
248,19.9,8,260.0,110.0,3365.0,15.5,78,1,oldsmobile cutlass salon brougham
249,19.4,8,318.0,140.0,3735.0,13.2,78,1,dodge diplomat
250,20.2,8,302.0,139.0,3570.0,12.8,78,1,mercury monarch ghia
251,19.2,6,231.0,105.0,3535.0,19.2,78,1,pontiac phoenix lj
252,20.5,6,200.0,95.00,3155.0,18.2,78,1,chevrolet malibu
253,20.2,6,200.0,85.00,2965.0,15.8,78,1,ford fairmont (auto)
254,25.1,4,140.0,88.00,2720.0,15.4,78,1,ford fairmont (man)
255,20.5,6,225.0,100.0,3430.0,17.2,78,1,plymouth volare
256,19.4,6,232.0,90.00,3210.0,17.2,78,1,amc concord
257,20.6,6,231.0,105.0,3380.0,15.8,78,1,buick century special
258,20.8,6,200.0,85.00,3070.0,16.7,78,1,mercury zephyr
259,18.6,6,225.0,110.0,3620.0,18.7,78,1,dodge aspen
260,18.1,6,258.0,120.0,3410.0,15.1,78,1,amc concord d/l
261,19.2,8,305.0,145.0,3425.0,13.2,78,1,chevrolet monte carlo landau
262,17.7,6,231.0,165.0,3445.0,13.4,78,1,buick regal sport coupe (turbo)
263,18.1,8,302.0,139.0,3205.0,11.2,78,1,ford futura
264,17.5,8,318.0,140.0,4080.0,13.7,78,1,dodge magnum xe
265,30.0,4,98.0,68.00,2155.0,16.5,78,1,chevrolet chevette
266,27.5,4,134.0,95.00,2560.0,14.2,78,3,toyota corona
267,27.2,4,119.0,97.00,2300.0,14.7,78,3,datsun 510
268,30.9,4,105.0,75.00,2230.0,14.5,78,1,dodge omni
269,21.1,4,134.0,95.00,2515.0,14.8,78,3,toyota celica gt liftback
270,23.2,4,156.0,105.0,2745.0,16.7,78,1,plymouth sapporo
271,23.8,4,151.0,85.00,2855.0,17.6,78,1,oldsmobile starfire sx
272,23.9,4,119.0,97.00,2405.0,14.9,78,3,datsun 200-sx
273,20.3,5,131.0,103.0,2830.0,15.9,78,2,audi 5000
274,17.0,6,163.0,125.0,3140.0,13.6,78,2,volvo 264gl
275,21.6,4,121.0,115.0,2795.0,15.7,78,2,saab 99gle
276,16.2,6,163.0,133.0,3410.0,15.8,78,2,peugeot 604sl
277,31.5,4,89.0,71.00,1990.0,14.9,78,2,volkswagen scirocco
278,29.5,4,98.0,68.00,2135.0,16.6,78,3,honda accord lx
279,21.5,6,231.0,115.0,3245.0,15.4,79,1,pontiac lemans v6
280,19.8,6,200.0,85.00,2990.0,18.2,79,1,mercury zephyr 6
281,22.3,4,140.0,88.00,2890.0,17.3,79,1,ford fairmont 4
282,20.2,6,232.0,90.00,3265.0,18.2,79,1,amc concord dl 6
283,20.6,6,225.0,110.0,3360.0,16.6,79,1,dodge aspen 6
284,17.0,8,305.0,130.0,3840.0,15.4,79,1,chevrolet caprice classic
285,17.6,8,302.0,129.0,3725.0,13.4,79,1,ford ltd landau
286,16.5,8,351.0,138.0,3955.0,13.2,79,1,mercury grand marquis
287,18.2,8,318.0,135.0,3830.0,15.2,79,1,dodge st. regis
288,16.9,8,350.0,155.0,4360.0,14.9,79,1,buick estate wagon (sw)
289,15.5,8,351.0,142.0,4054.0,14.3,79,1,ford country squire (sw)
290,19.2,8,267.0,125.0,3605.0,15.0,79,1,chevrolet malibu classic (sw)
291,18.5,8,360.0,150.0,3940.0,13.0,79,1,chrysler lebaron town @ country (sw)
292,31.9,4,89.0,71.00,1925.0,14.0,79,2,vw rabbit custom
293,34.1,4,86.0,65.00,1975.0,15.2,79,3,maxda glc deluxe
294,35.7,4,98.0,80.00,1915.0,14.4,79,1,dodge colt hatchback custom
295,27.4,4,121.0,80.00,2670.0,15.0,79,1,amc spirit dl
296,25.4,5,183.0,77.00,3530.0,20.1,79,2,mercedes benz 300d
297,23.0,8,350.0,125.0,3900.0,17.4,79,1,cadillac eldorado
298,27.2,4,141.0,71.00,3190.0,24.8,79,2,peugeot 504
299,23.9,8,260.0,90.00,3420.0,22.2,79,1,oldsmobile cutlass salon brougham
300,34.2,4,105.0,70.00,2200.0,13.2,79,1,plymouth horizon
301,34.5,4,105.0,70.00,2150.0,14.9,79,1,plymouth horizon tc3
302,31.8,4,85.0,65.00,2020.0,19.2,79,3,datsun 210
303,37.3,4,91.0,69.00,2130.0,14.7,79,2,fiat strada custom
304,28.4,4,151.0,90.00,2670.0,16.0,79,1,buick skylark limited
305,28.8,6,173.0,115.0,2595.0,11.3,79,1,chevrolet citation
306,26.8,6,173.0,115.0,2700.0,12.9,79,1,oldsmobile omega brougham
307,33.5,4,151.0,90.00,2556.0,13.2,79,1,pontiac phoenix
308,41.5,4,98.0,76.00,2144.0,14.7,80,2,vw rabbit
309,38.1,4,89.0,60.00,1968.0,18.8,80,3,toyota corolla tercel
310,32.1,4,98.0,70.00,2120.0,15.5,80,1,chevrolet chevette
311,37.2,4,86.0,65.00,2019.0,16.4,80,3,datsun 310
312,28.0,4,151.0,90.00,2678.0,16.5,80,1,chevrolet citation
313,26.4,4,140.0,88.00,2870.0,18.1,80,1,ford fairmont
314,24.3,4,151.0,90.00,3003.0,20.1,80,1,amc concord
315,19.1,6,225.0,90.00,3381.0,18.7,80,1,dodge aspen
316,34.3,4,97.0,78.00,2188.0,15.8,80,2,audi 4000
317,29.8,4,134.0,90.00,2711.0,15.5,80,3,toyota corona liftback
318,31.3,4,120.0,75.00,2542.0,17.5,80,3,mazda 626
319,37.0,4,119.0,92.00,2434.0,15.0,80,3,datsun 510 hatchback
320,32.2,4,108.0,75.00,2265.0,15.2,80,3,toyota corolla
321,46.6,4,86.0,65.00,2110.0,17.9,80,3,mazda glc
322,27.9,4,156.0,105.0,2800.0,14.4,80,1,dodge colt
323,40.8,4,85.0,65.00,2110.0,19.2,80,3,datsun 210
324,44.3,4,90.0,48.00,2085.0,21.7,80,2,vw rabbit c (diesel)
325,43.4,4,90.0,48.00,2335.0,23.7,80,2,vw dasher (diesel)
326,36.4,5,121.0,67.00,2950.0,19.9,80,2,audi 5000s (diesel)
327,30.0,4,146.0,67.00,3250.0,21.8,80,2,mercedes-benz 240d
328,44.6,4,91.0,67.00,1850.0,13.8,80,3,honda civic 1500 gl
329,40.9,4,85.0,?,1835.0,17.3,80,2,renault lecar deluxe
330,33.8,4,97.0,67.00,2145.0,18.0,80,3,subaru dl
331,29.8,4,89.0,62.00,1845.0,15.3,80,2,vokswagen rabbit
332,32.7,6,168.0,132.0,2910.0,11.4,80,3,datsun 280-zx
333,23.7,3,70.0,100.0,2420.0,12.5,80,3,mazda rx-7 gs
334,35.0,4,122.0,88.00,2500.0,15.1,80,2,triumph tr7 coupe
335,23.6,4,140.0,?,2905.0,14.3,80,1,ford mustang cobra
336,32.4,4,107.0,72.00,2290.0,17.0,80,3,honda accord
337,27.2,4,135.0,84.00,2490.0,15.7,81,1,plymouth reliant
338,26.6,4,151.0,84.00,2635.0,16.4,81,1,buick skylark
339,25.8,4,156.0,92.00,2620.0,14.4,81,1,dodge aries wagon (sw)
340,23.5,6,173.0,110.0,2725.0,12.6,81,1,chevrolet citation
341,30.0,4,135.0,84.00,2385.0,12.9,81,1,plymouth reliant
342,39.1,4,79.0,58.00,1755.0,16.9,81,3,toyota starlet
343,39.0,4,86.0,64.00,1875.0,16.4,81,1,plymouth champ
344,35.1,4,81.0,60.00,1760.0,16.1,81,3,honda civic 1300
345,32.3,4,97.0,67.00,2065.0,17.8,81,3,subaru
346,37.0,4,85.0,65.00,1975.0,19.4,81,3,datsun 210 mpg
347,37.7,4,89.0,62.00,2050.0,17.3,81,3,toyota tercel
348,34.1,4,91.0,68.00,1985.0,16.0,81,3,mazda glc 4
349,34.7,4,105.0,63.00,2215.0,14.9,81,1,plymouth horizon 4
350,34.4,4,98.0,65.00,2045.0,16.2,81,1,ford escort 4w
351,29.9,4,98.0,65.00,2380.0,20.7,81,1,ford escort 2h
352,33.0,4,105.0,74.00,2190.0,14.2,81,2,volkswagen jetta
353,34.5,4,100.0,?,2320.0,15.8,81,2,renault 18i
354,33.7,4,107.0,75.00,2210.0,14.4,81,3,honda prelude
355,32.4,4,108.0,75.00,2350.0,16.8,81,3,toyota corolla
356,32.9,4,119.0,100.0,2615.0,14.8,81,3,datsun 200sx
357,31.6,4,120.0,74.00,2635.0,18.3,81,3,mazda 626
358,28.1,4,141.0,80.00,3230.0,20.4,81,2,peugeot 505s turbo diesel
359,30.7,6,145.0,76.00,3160.0,19.6,81,2,volvo diesel
360,25.4,6,168.0,116.0,2900.0,12.6,81,3,toyota cressida
361,24.2,6,146.0,120.0,2930.0,13.8,81,3,datsun 810 maxima
362,22.4,6,231.0,110.0,3415.0,15.8,81,1,buick century
363,26.6,8,350.0,105.0,3725.0,19.0,81,1,oldsmobile cutlass ls
364,20.2,6,200.0,88.00,3060.0,17.1,81,1,ford granada gl
365,17.6,6,225.0,85.00,3465.0,16.6,81,1,chrysler lebaron salon
366,28.0,4,112.0,88.00,2605.0,19.6,82,1,chevrolet cavalier
367,27.0,4,112.0,88.00,2640.0,18.6,82,1,chevrolet cavalier wagon
368,34.0,4,112.0,88.00,2395.0,18.0,82,1,chevrolet cavalier 2-door
369,31.0,4,112.0,85.00,2575.0,16.2,82,1,pontiac j2000 se hatchback
370,29.0,4,135.0,84.00,2525.0,16.0,82,1,dodge aries se
